"lipid","T_stat_human","T_stat_mouse"
"PI(36:1)",-6.53648002586751,-4.97646753519251
"PI(36:2)",-4.80583788142997,-4.23458142564896
"PI(36:3)",-7.36492303568769,2.36755727667209
"PI(36:4)",-7.08485601119427,2.13538869875848
"PI(36:5)",-5.60532961132838,1.89900466409818
"PI(37:4)",-8.48749348399935,-2.09365589655889
"PI(38:2)",-5.46019935997347,-0.438661186875057
"PI(38:3)",-7.9939435242917,-5.11042243862447
"PI(38:4)",-8.95890623347853,2.85507556921078
"PI(38:5)",-7.54640515124528,3.77481042235205
"PI(38:6)",-5.44937353733004,2.52483760811311
"PI(38:7)",-8.96176833624114,1.98058819304635
"PI(40:4)",-6.29922677023766,-1.63384629979812
"PI(40:5)",-6.26072222366227,-1.48116188653787
"PI(40:6)",-4.55541759117855,-3.34633990730258
"PI(40:7)",-6.71287270594302,3.46952390417505
"PI(40:8)",-7.37712076260149,2.0618904754919
"SM(28:1;O2)",-3.06667426206432,1.46304167286844
"SM(30:1;O2)",1.51998205971976,1.13724550486518
"SM(30:1;O3)",-6.73878994549488,-0.865522783578116
"SM(30:2;O3)",-2.37105793539719,-1.22664743657433
"SM(31:1;O2)",-9.32935222076993,0.387075890150787
"SM(32:0;O2)",-9.01156007905868,1.14182417680993
"SM(32:1;O2)",-6.74362955093338,-1.13071151826245
"SM(32:1;O3)",-4.51975784874408,-3.30762320353399
"SM(32:2;O2)",-9.31192578215789,-1.60759074337788
"SM(33:0;O2)",-7.14112959781463,-3.02636398368243
"SM(33:1;O2)",-5.96899669174999,-2.35495920276052
"SM(33:1;O3)",-4.22567008693318,-2.93202214870164
"SM(34:0;O2)",-3.3547609506292,1.00245459318863
"SM(34:1;O2)",-1.94521907344384,-1.83929666353293
